ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
ENSG00000158156	ENSMUSG00000047330	FBgn0031501	AT1G04620	
ENSG00000158161	ENSMUSG00000050711	FBgn0042627	AT1G04625	
ENSG00000169403	ENSMUSG00000054702	FBgn0283427	AT1G04630	
ENSG00000126698	ENSMUSG00000073643	FBgn0015600	AT1G04635	
ENSG00000130770	ENSMUSG00000026248	FBgn0005779	AT1G04640	
ENSG00000130766	ENSMUSG00000026249	FBgn0031504	AT1G04645	
ENSG00000130772	ENSMUSG00000043230	FBgn0031505	AT1G04650	
ENSG00000204138	ENSMUSG00000004364	FBgn0011648	AT1G04660	
ENSG00000180198	ENSMUSG00000038608	FBgn0260817	AT1G04670	
ENSG00000180098	ENSMUSG00000054976	FBgn0014906	AT1G04680	
ENSG00000120656	ENSMUSG00000055980	FBgn0264744	AT1G04690	
ENSG00000188060	ENSMUSG00000026142	FBgn0051698	AT1G04700	
ENSG00000162419	ENSMUSG00000067158	FBgn0031512	AT1G04710	
ENSG00000198492	ENSMUSG00000079465	FBgn0085422	AT1G04730	
ENSG00000116329	ENSMUSG00000026150	FBgn0031513	AT1G04750	
ENSG00000159023	ENSMUSG00000026149	FBgn0031514	AT1G04760	
ENSG00000253304	ENSMUSG00000026159	FBgn0031515	AT1G04770	
ENSG00000116350	ENSMUSG00000113880	FBgn0031516	AT1G04778	
ENSG00000116353	ENSMUSG00000113973	FBgn0031518	AT1G04780	
ENSG00000060656	ENSMUSG00000113084	FBgn0031519	AT1G04790	
ENSG00000162510	ENSMUSG00000038496	FBgn0031520	AT1G04800	
ENSG00000162511	ENSMUSG00000100190	FBgn0053281	AT1G04810	
ENSG00000162512	ENSMUSG00000104423	FBgn0053282	AT1G04820	
ENSG00000134644	ENSMUSG00000101315	FBgn0031522	AT1G04830	
ENSG00000084628	ENSMUSG00000026166	FBgn0031523	AT1G04840	
ENSG00000060688	ENSMUSG00000053161	FBgn0020445	AT1G04850	
ENSG00000121766	ENSMUSG00000026163	FBgn0031526	AT1G04860	
ENSG00000121769	ENSMUSG00000045658	FBgn0085423	AT1G04870	
ENSG00000168528	ENSMUSG00000036766	FBgn0031528	AT1G04880	
ENSG00000142910	ENSMUSG00000026219	FBgn0031529	AT1G04890	
ENSG00000121764	ENSMUSG00000073633	FBgn0016698	AT1G04895	
ENSG00000162517	ENSMUSG00000026220	FBgn0259949	AT1G04900	
ENSG00000084636	ENSMUSG00000052477	FBgn0259950	AT1G04910	
ENSG00000121753	ENSMUSG00000094127	FBgn0085204	AT1G04920	
ENSG00000134668	ENSMUSG00000070034	FBgn0031530	AT1G04930	
ENSG00000184007	ENSMUSG00000070031	FBgn0031531	AT1G04945	
ENSG00000121774	ENSMUSG00000026222	FBgn0051952	AT1G04950	
ENSG00000121775	ENSMUSG00000052760	FBgn0031533	AT1G04960	
ENSG00000025800	ENSMUSG00000036707	FBgn0031534	AT1G04970	
ENSG00000084652	ENSMUSG00000026223	FBgn0031535	AT1G04980	
ENSG00000160050	ENSMUSG00000026224	FBgn0031536	AT1G04985	
ENSG00000160051	ENSMUSG00000049608	FBgn0266670	AT1G04990	
ENSG00000222046	ENSMUSG00000026226	FBgn0031538	AT1G05000	
ENSG00000160055	ENSMUSG00000026227	FBgn0005616	AT1G05005	
ENSG00000084623	ENSMUSG00000026229	FBgn0021967	AT1G05010	
ENSG00000183615	ENSMUSG00000026228	FBgn0031540	AT1G05020	
ENSG00000182866	ENSMUSG00000062590	FBgn0051776	AT1G05030	
ENSG00000116478	ENSMUSG00000079445	FBgn0051956	AT1G05035	
ENSG00000175130	ENSMUSG00000026234	FBgn0261560	AT1G05040	
ENSG00000162526	ENSMUSG00000026237	FBgn0031542	AT1G05055	
ENSG00000225828	ENSMUSG00000036574	FBgn0014396	AT1G05060	
ENSG00000160058	ENSMUSG00000026238	FBgn0051954	AT1G05065	
ENSG00000176261	ENSMUSG00000026239	FBgn0284253	AT1G05070	
ENSG00000162521	ENSMUSG00000026240	FBgn0031544	AT1G05080	
ENSG00000162520	ENSMUSG00000026241	FBgn0031545	AT1G05085	
ENSG00000162522	ENSMUSG00000053333	FBgn0031546	AT1G05087	
ENSG00000134684	ENSMUSG00000026246	FBgn0031547	AT1G05090	
ENSG00000116497	ENSMUSG00000079440	FBgn0031548	AT1G05100	
ENSG00000160097	ENSMUSG00000036500	FBgn0031549	AT1G05120	
ENSG00000121905	ENSMUSG00000026247	FBgn0031550	AT1G05136	
ENSG00000121900	ENSMUSG00000036480	FBgn0024244	AT1G05140	
ENSG00000116514	ENSMUSG00000026251	FBgn0264363	AT1G05150	
ENSG00000004455	ENSMUSG00000026253	FBgn0004892	AT1G05160	
ENSG00000142920	ENSMUSG00000026254	FBgn0002985	AT1G05170	
ENSG00000116525	ENSMUSG00000026255	FBgn0015663	AT1G05180	
ENSG00000160094	ENSMUSG00000048000	FBgn0031554	AT1G05190	
ENSG00000184389	ENSMUSG00000079436	FBgn0000721	AT1G05200	
ENSG00000134686	ENSMUSG00000026258	FBgn0085369	AT1G05205	
ENSG00000121903	ENSMUSG00000026259	FBgn0259951	AT1G05210	
ENSG00000121904	ENSMUSG00000079434	FBgn0259953	AT1G05220	
ENSG00000176256	ENSMUSG00000026288	FBgn0259952	AT1G05230	
ENSG00000142698	ENSMUSG00000026289	FBgn0261054	AT1G05240	
ENSG00000163866	ENSMUSG00000056055	FBgn0031558	AT1G05260	
ENSG00000189280	ENSMUSG00000070738	FBgn0031559	AT1G05270	
ENSG00000189433	ENSMUSG00000005501	FBgn0051779	AT1G05280	
ENSG00000188910	ENSMUSG00000079429	FBgn0262721	AT1G05290	
ENSG00000187513	ENSMUSG00000044783	FBgn0031560	AT1G05291	
ENSG00000116544	ENSMUSG00000036251	FBgn0031561	AT1G05300	
ENSG00000197056	ENSMUSG00000026295	FBgn0031562	AT1G05310	
ENSG00000116560	ENSMUSG00000062310	FBgn0031563	AT1G05320	
ENSG00000146463	ENSMUSG00000049866	FBgn0259954	AT1G05330	
ENSG00000142687	ENSMUSG00000036206	FBgn0259955	AT1G05340	
ENSG00000020129	ENSMUSG00000055013	FBgn0259956	AT1G05350	
ENSG00000116819	ENSMUSG00000034486	FBgn0259957	AT1G05360	
ENSG00000126067	ENSMUSG00000067081	FBgn0262621	AT1G05370	
ENSG00000142686	ENSMUSG00000026301	FBgn0031564	AT1G05380	
ENSG00000092853	ENSMUSG00000044337	FBgn0051778	AT1G05385	
ENSG00000134698	ENSMUSG00000034432	FBgn0051777	AT1G05400	
ENSG00000092847	ENSMUSG00000048126	FBgn0015376	AT1G05410	
ENSG00000126070	ENSMUSG00000026303	FBgn0051955	AT1G05420	
ENSG00000092850	ENSMUSG00000090550	FBgn0031566	AT1G05430	
ENSG00000116863	ENSMUSG00000026304	FBgn0040104	AT1G05440	
ENSG00000171812	ENSMUSG00000026305	FBgn0003386	AT1G05450	
ENSG00000054116	ENSMUSG00000070732	FBgn0031568	AT1G05460	
ENSG00000116871	ENSMUSG00000034353	FBgn0263846	AT1G05470	
ENSG00000054118	ENSMUSG00000034343	FBgn0004893	AT1G05490	
ENSG00000214193	ENSMUSG00000026307	FBgn0051960	AT1G05500	
ENSG00000142694	ENSMUSG00000049515	FBgn0031571	AT1G05510	
ENSG00000196182	ENSMUSG00000026308	FBgn0021800	AT1G05520	
ENSG00000181817	ENSMUSG00000047443	FBgn0031573	AT1G05530	
ENSG00000116885	ENSMUSG00000026309	FBgn0003430	AT1G05540	
ENSG00000116898	ENSMUSG00000067071	FBgn0004567	AT1G05550	
ENSG00000119535	ENSMUSG00000055866	FBgn0031574	AT1G05560	
ENSG00000163873	ENSMUSG00000034292	FBgn0031575	AT1G05570	
ENSG00000163874	ENSMUSG00000026311	FBgn0051957	AT1G05575	
ENSG00000163875	ENSMUSG00000007805	FBgn0000256	AT1G05577	
ENSG00000163877	ENSMUSG00000026313	FBgn0051774	AT1G05580	
ENSG00000163879	ENSMUSG00000026260	FBgn0264341	AT1G05590	
ENSG00000134697	ENSMUSG00000067064	FBgn0085205	AT1G05600	
ENSG00000169218	ENSMUSG00000057464	FBgn0031579	AT1G05610	
ENSG00000116922	ENSMUSG00000042849	FBgn0031580	AT1G05615	
ENSG00000134690	ENSMUSG00000058904	FBgn0264295	AT1G05620	
ENSG00000183317	ENSMUSG00000046300	FBgn0264296	AT1G05630	
ENSG00000185090	ENSMUSG00000062497	FBgn0000547	AT1G05640	
ENSG00000196449	ENSMUSG00000063583	FBgn0020376	AT1G05650	
ENSG00000197982	ENSMUSG00000061616	FBgn0014033	AT1G05660	
ENSG00000188786	ENSMUSG00000073616	FBgn0031585	AT1G05670	
ENSG00000204084	ENSMUSG00000044055	FBgn0026394	AT1G05675	
ENSG00000183431	ENSMUSG00000034220	FBgn0051961	AT1G05680	
ENSG00000183386	ENSMUSG00000034212	FBgn0040102	AT1G05690	
ENSG00000183520	ENSMUSG00000047067	FBgn0031589	AT1G05700	
ENSG00000185668	ENSMUSG00000026269	FBgn0001075	AT1G05710	
ENSG00000158315	ENSMUSG00000026270	FBgn0031590	AT1G05720	
ENSG00000174574	ENSMUSG00000026271	FBgn0003941	AT1G05730	
ENSG00000168653	ENSMUSG00000045091	FBgn0265269	AT1G05740	
ENSG00000127603	ENSMUSG00000014602	FBgn0031592	AT1G05750	
ENSG00000183682	ENSMUSG00000026272	FBgn0010473	AT1G05760	
ENSG00000090621	ENSMUSG00000034159	FBgn0028482	AT1G05770	
ENSG00000163909	ENSMUSG00000084989	FBgn0020762	AT1G05780	
ENSG00000116981	ENSMUSG00000047793	FBgn0031596	AT1G05783	
ENSG00000116983	ENSMUSG00000026273	FBgn0026319	AT1G05785	
ENSG00000084072	ENSMUSG00000026274	FBgn0031597	AT1G05790	
ENSG00000116985	ENSMUSG00000026275	FBgn0031598	AT1G05800	
ENSG00000043514	ENSMUSG00000034107	FBgn0261976	AT1G05805	
ENSG00000116990	ENSMUSG00000034088	FBgn0027560	AT1G05810	
ENSG00000168389	ENSMUSG00000034066	FBgn0031600	AT1G05820	
ENSG00000131236	ENSMUSG00000026277	FBgn0022153	AT1G05830	
ENSG00000131238	ENSMUSG00000026278	FBgn0053003	AT1G05835	
ENSG00000117000	ENSMUSG00000026279	FBgn0031601	AT1G05840	
ENSG00000188800	ENSMUSG00000026280	FBgn0031602	AT1G05850	
ENSG00000084073	ENSMUSG00000026281	FBgn0262357	AT1G05860	
ENSG00000049089	ENSMUSG00000026283	FBgn0262358	AT1G05870	
ENSG00000084070	ENSMUSG00000073609	FBgn0259958	AT1G05880	
ENSG00000187801	ENSMUSG00000094651	FBgn0031603	AT1G05890	
ENSG00000187815	ENSMUSG00000093805	FBgn0027609	AT1G05894	
ENSG00000164002	ENSMUSG00000073608	FBgn0031604	AT1G05900	
ENSG00000117010	ENSMUSG00000034000	FBgn0025684	AT1G05910	
ENSG00000117016	ENSMUSG00000026285	FBgn0031606	AT1G05920	
ENSG00000066136	ENSMUSG00000051185	FBgn0031607	AT1G05930	
ENSG00000117013	ENSMUSG00000040710	FBgn0040705	AT1G05940	
ENSG00000179862	ENSMUSG00000040693	FBgn0019982	AT1G05950	
ENSG00000171793	ENSMUSG00000026331	FBgn0285948	AT1G05960	
ENSG00000171790	ENSMUSG00000044768	FBgn0053002	AT1G05970	
ENSG00000010803	ENSMUSG00000040648	FBgn0031608	AT1G05990	
ENSG00000204060	ENSMUSG00000026333	FBgn0031609	AT1G06000	
ENSG00000127129	ENSMUSG00000026335	FBgn0031610	AT1G06010	
ENSG00000127124	ENSMUSG00000026336	FBgn0031611	AT1G06020	
ENSG00000044012	ENSMUSG00000067028	FBgn0011603	AT1G06030	
ENSG00000197273	ENSMUSG00000050840	FBgn0053196	AT1G06040	
ENSG00000198815	ENSMUSG00000047496	FBgn0083938	AT1G06045	
ENSG00000177181	ENSMUSG00000056536	FBgn0031617	AT1G06050	
ENSG00000066185	ENSMUSG00000026319	FBgn0264342	AT1G06060	
ENSG00000127125	ENSMUSG00000026321	FBgn0031619	AT1G06070	
ENSG00000186409	ENSMUSG00000038866	FBgn0031620	AT1G06080	
ENSG00000171960	ENSMUSG00000044340	FBgn0000227	AT1G06090	
ENSG00000065978	ENSMUSG00000057329	FBgn0031621	AT1G06100	
ENSG00000164007	ENSMUSG00000009905	FBgn0031622	AT1G06110	
ENSG00000117385	ENSMUSG00000009907	FBgn0085380	AT1G06120	
ENSG00000274386	ENSMUSG00000067006	FBgn0031623	AT1G06130	
ENSG00000177868	ENSMUSG00000059956	FBgn0031626	AT1G06135	
ENSG00000164010	ENSMUSG00000048775	FBgn0031627	AT1G06137	
ENSG00000164011	ENSMUSG00000044594	FBgn0260428	AT1G06140	
ENSG00000117394	ENSMUSG00000058017	FBgn0031628	AT1G06143	
ENSG00000186973	ENSMUSG00000073602	FBgn0287234	AT1G06148	
ENSG00000117395	ENSMUSG00000026327	FBgn0031630	AT1G06160	
ENSG00000243710	ENSMUSG00000067001	FBgn0031631	AT1G06170	
ENSG00000179178	ENSMUSG00000062345	FBgn0031632	AT1G06180	
ENSG00000253313	ENSMUSG00000092572	FBgn0031633	AT1G06190	
ENSG00000066056	ENSMUSG00000026315	FBgn0031634	AT1G06200	
ENSG00000117400	ENSMUSG00000026312	FBgn0031635	AT1G06210	
ENSG00000117399	ENSMUSG00000047216	FBgn0031636	AT1G06220	
ENSG00000066322	ENSMUSG00000038702	FBgn0031637	AT1G06225	
ENSG00000159479	ENSMUSG00000070695	FBgn0031638	AT1G06230	
ENSG00000198198	ENSMUSG00000101303	FBgn0031639	AT1G06240	
ENSG00000178922	ENSMUSG00000026374	FBgn0031640	AT1G06250	
ENSG00000142949	ENSMUSG00000026377	FBgn0051660	AT1G06260	
ENSG00000117407	ENSMUSG00000064302	FBgn0000286	AT1G06270	
ENSG00000117408	ENSMUSG00000026380	FBgn0031643	AT1G06280	
ENSG00000132768	ENSMUSG00000048402	FBgn0031644	AT1G06290	
ENSG00000117410	ENSMUSG00000037035	FBgn0031645	AT1G06310	
ENSG00000117411	ENSMUSG00000004451	FBgn0031646	AT1G06320	
ENSG00000159214	ENSMUSG00000098923	FBgn0041150	AT1G06330	
ENSG00000196517	ENSMUSG00000026383	FBgn0031649	AT1G06340	
ENSG00000171872	ENSMUSG00000026384	FBgn0003372	AT1G06350	
ENSG00000283039	ENSMUSG00000036975	FBgn0031650	AT1G06360	
ENSG00000178028	ENSMUSG00000036962	FBgn0031651	AT1G06380	
ENSG00000117419	ENSMUSG00000026387	FBgn0015000	AT1G06390	
ENSG00000187147	ENSMUSG00000050777	FBgn0031652	AT1G06400	
ENSG00000126106	ENSMUSG00000026385	FBgn0031653	AT1G06410	
ENSG00000198520	ENSMUSG00000026388	FBgn0031654	AT1G06420	
ENSG00000142945	ENSMUSG00000026389	FBgn0020906	AT1G06430	
ENSG00000142937	ENSMUSG00000036907	FBgn0031655	AT1G06440	
ENSG00000142959	ENSMUSG00000026390	FBgn0083960	AT1G06450	
ENSG00000173846	ENSMUSG00000058665	FBgn0083961	AT1G06460	
ENSG00000188396	ENSMUSG00000003721	FBgn0015834	AT1G06470	
ENSG00000222009	ENSMUSG00000026339	FBgn0262467	AT1G06475	
ENSG00000117425	ENSMUSG00000050534	FBgn0031657	AT1G06490	
ENSG00000070785	ENSMUSG00000001674	FBgn0010607	AT1G06500	
ENSG00000126107	ENSMUSG00000036815	FBgn0031659	AT1G06515	
ENSG00000126088	ENSMUSG00000026341	FBgn0031660	AT1G06510	
ENSG00000162415	ENSMUSG00000026342	FBgn0031661	AT1G06520	
ENSG00000186603	ENSMUSG00000026343	FBgn0031662	AT1G06530	
ENSG00000132773	ENSMUSG00000026344	FBgn0031663	AT1G06540	
ENSG00000280670	ENSMUSG00000049690	FBgn0031664	AT1G06550	
ENSG00000132763	ENSMUSG00000036155	FBgn0083962	AT1G06560	
ENSG00000117450	ENSMUSG00000026347	FBgn0053113	AT1G06570	
ENSG00000117448	ENSMUSG00000026348	FBgn0031670	AT1G06580	
ENSG00000132780	ENSMUSG00000026349	FBgn0016075	AT1G06590	
ENSG00000159588	ENSMUSG00000051590	FBgn0000299	AT1G06620	
ENSG00000159592	ENSMUSG00000036104	FBgn0031673	AT1G06630	
ENSG00000159596	ENSMUSG00000036086	FBgn0031675	AT1G06640	
ENSG00000197429	ENSMUSG00000056211	FBgn0022023	AT1G06645	
ENSG00000086015	ENSMUSG00000026353	FBgn0031676	AT1G06650	
ENSG00000117472	ENSMUSG00000026354	FBgn0031677	AT1G06660	
ENSG00000085998	ENSMUSG00000026355	FBgn0014857	AT1G06670	
ENSG00000171357	ENSMUSG00000026356	FBgn0031678	AT1G06680	
ENSG00000085999	ENSMUSG00000045382	FBgn0028694	AT1G06690	
ENSG00000132128	ENSMUSG00000042581	FBgn0028572	AT1G06700	
ENSG00000173660	ENSMUSG00000026401	FBgn0261608	AT1G06710	
ENSG00000117481	ENSMUSG00000026399	FBgn0031681	AT1G06720	
ENSG00000117480	ENSMUSG00000042554	FBgn0031682	AT1G06730	
ENSG00000197587	ENSMUSG00000026405	FBgn0031683	AT1G06740	
ENSG00000282881	ENSMUSG00000026409	FBgn0031684	AT1G06750	
ENSG00000162456	ENSMUSG00000046404	FBgn0261836	AT1G06760	
ENSG00000079277	ENSMUSG00000042510	FBgn0031688	AT1G06770	
ENSG00000123472	ENSMUSG00000026415	FBgn0031689	AT1G06780	
ENSG00000186118	ENSMUSG00000026417	FBgn0031690	AT1G06790	
ENSG00000159658	ENSMUSG00000042474	FBgn0250847	AT1G06800	
ENSG00000142973	ENSMUSG00000026420	FBgn0031692	AT1G06810	
ENSG00000187048	ENSMUSG00000026416	FBgn0003716	AT1G06820	
ENSG00000186377	ENSMUSG00000016524	FBgn0031693	AT1G06830	
ENSG00000186160	ENSMUSG00000016529	FBgn0031694	AT1G06840	
ENSG00000162365	ENSMUSG00000016528	FBgn0031695	AT1G06850	
ENSG00000162366	ENSMUSG00000016526	FBgn0000228	AT1G06870	
ENSG00000162367	ENSMUSG00000026427	FBgn0031696	AT1G06890	
ENSG00000123473	ENSMUSG00000026430	FBgn0016076	AT1G06900	
ENSG00000162368	ENSMUSG00000042349	FBgn0031697	AT1G06910	
ENSG00000186790	ENSMUSG00000026425	FBgn0031698	AT1G06920	
ENSG00000186564	ENSMUSG00000055184	FBgn0015031	AT1G06923	
ENSG00000269113	ENSMUSG00000026432	FBgn0031700	AT1G06925	
ENSG00000117834	ENSMUSG00000004552	FBgn0031701	AT1G06930	
ENSG00000132122	ENSMUSG00000052688	FBgn0031702	AT1G06950	
ENSG00000186094	ENSMUSG00000042268	FBgn0031703	AT1G06960	
ENSG00000162374	ENSMUSG00000042251	FBgn0016920	AT1G06970	
ENSG00000142700	ENSMUSG00000013275	FBgn0016660	AT1G06980	
ENSG00000185104	ENSMUSG00000026433	FBgn0261963	AT1G06990	
ENSG00000123080	ENSMUSG00000026434	FBgn0031707	AT1G07000	
ENSG00000204006	ENSMUSG00000026436	FBgn0031708	AT1G07010	
ENSG00000123091	ENSMUSG00000059149	FBgn0000318	AT1G07020	
ENSG00000085831	ENSMUSG00000026437	FBgn0031710	AT1G07025	
ENSG00000085832	ENSMUSG00000079330	FBgn0031711	AT1G07030	
ENSG00000117859	ENSMUSG00000042115	FBgn0051989	AT1G07040	
ENSG00000078618	ENSMUSG00000009772	FBgn0031713	AT1G07050	
ENSG00000169213	ENSMUSG00000042066	FBgn0031715	AT1G07060	
ENSG00000117862	ENSMUSG00000042046	FBgn0031716	AT1G07070	
ENSG00000134717	ENSMUSG00000026439	FBgn0014189	AT1G07080	
ENSG00000157077	ENSMUSG00000048174	FBgn0002525	AT1G07090	
ENSG00000154222	ENSMUSG00000053024	FBgn0031717	AT1G07110	
ENSG00000085840	ENSMUSG00000026442	FBgn0031718	AT1G07120	
ENSG00000134748	ENSMUSG00000026443	FBgn0031719	AT1G07130	
ENSG00000134744	ENSMUSG00000054387	FBgn0031720	AT1G07135	
ENSG00000116157	ENSMUSG00000026447	FBgn0031721	AT1G07140	
ENSG00000182183	ENSMUSG00000046062	FBgn0004620	AT1G07150	
ENSG00000162377	ENSMUSG00000041757	FBgn0020429	AT1G07160	
ENSG00000162378	ENSMUSG00000070645	FBgn0031722	AT1G07170	
ENSG00000203995	ENSMUSG00000070644	FBgn0031723	AT1G07175	
ENSG00000121310	ENSMUSG00000070643	FBgn0031724	AT1G07180	
ENSG00000116171	ENSMUSG00000090553	FBgn0031725	AT1G07190	
ENSG00000174348	ENSMUSG00000051998	FBgn0031726	AT1G07200	
ENSG00000162383	ENSMUSG00000026463	FBgn0051646	AT1G07210	
ENSG00000157184	ENSMUSG00000010311	FBgn0031728	AT1G07220	
ENSG00000162384	ENSMUSG00000041577	FBgn0031729	AT1G07230	
ENSG00000162385	ENSMUSG00000041559	FBgn0031730	AT1G07240	
ENSG00000157193	ENSMUSG00000020423	FBgn0031731	AT1G07250	
ENSG00000143006	ENSMUSG00000026450	FBgn0054011	AT1G07260	
ENSG00000174332	ENSMUSG00000064246	FBgn0031732	AT1G07270	
ENSG00000058804	ENSMUSG00000042451	FBgn0024191	AT1G07280	
ENSG00000058799	ENSMUSG00000042429	FBgn0031736	AT1G07290	
ENSG00000211452	ENSMUSG00000026459	FBgn0031733	AT1G07300	
ENSG00000081870	ENSMUSG00000026458	FBgn0031734	AT1G07310	
ENSG00000116212	ENSMUSG00000042305	FBgn0031737	AT1G07320	
ENSG00000203985	ENSMUSG00000050526	FBgn0031738	AT1G07330	
ENSG00000116209	ENSMUSG00000026456	FBgn0051913	AT1G07340	
ENSG00000116205	ENSMUSG00000026457	FBgn0031739	AT1G07350	
ENSG00000116221	ENSMUSG00000026455	FBgn0031740	AT1G07360	
ENSG00000157216	ENSMUSG00000042229	FBgn0031741	AT1G07370	
ENSG00000162390	ENSMUSG00000046367	FBgn0262999	AT1G07380	
ENSG00000162391	ENSMUSG00000042207	FBgn0051644	AT1G07390	
ENSG00000162396	ENSMUSG00000026452	FBgn0085410	AT1G07400	
ENSG00000006555	ENSMUSG00000073557	FBgn0031745	AT1G07410	
ENSG00000162398	ENSMUSG00000026429	FBgn0265785	AT1G07420	
ENSG00000116133	ENSMUSG00000042793	FBgn0259959	AT1G07430	
ENSG00000143001	ENSMUSG00000097993	FBgn0262814	AT1G07440	
ENSG00000162399	ENSMUSG00000031506	FBgn0031746	AT1G07450	
ENSG00000169174	ENSMUSG00000026426	FBgn0002856	AT1G07460	
ENSG00000162402	ENSMUSG00000026424	FBgn0002855	AT1G07470	
ENSG00000162407	ENSMUSG00000003051	FBgn0031747	AT1G07473	
ENSG00000162409	ENSMUSG00000041926	FBgn0043362	AT1G07476	
ENSG00000187889	ENSMUSG00000062580	FBgn0031749	AT1G07480	
ENSG00000157131	ENSMUSG00000048096	FBgn0031751	AT1G07485	
ENSG00000021852	ENSMUSG00000041889	FBgn0015381	AT1G07490	
ENSG00000173406	ENSMUSG00000041879	FBgn0261055	AT1G07510	
ENSG00000184292	ENSMUSG00000009418	FBgn0001128	AT1G07500	
ENSG00000162601	ENSMUSG00000026421	FBgn0031752	AT1G07520	
ENSG00000177606	ENSMUSG00000041801	FBgn0031753	AT1G07530	
ENSG00000172456	ENSMUSG00000026418	FBgn0040949	AT1G07540	
ENSG00000134709	ENSMUSG00000041782	FBgn0003980	AT1G07550	
ENSG00000134716	ENSMUSG00000026414	FBgn0086266	AT1G07560	
ENSG00000162598	ENSMUSG00000026413	FBgn0003979	AT1G07570	
ENSG00000162599	ENSMUSG00000051985	FBgn0086265	AT1G07590	
ENSG00000162604	ENSMUSG00000026411	FBgn0031756	AT1G07610	
ENSG00000132849	ENSMUSG00000097918	FBgn0031757	AT1G07615	
ENSG00000240563	ENSMUSG00000026407	FBgn0031758	AT1G07630	
ENSG00000132854	ENSMUSG00000041642	FBgn0000308	AT1G07640	
ENSG00000162607	ENSMUSG00000087230	FBgn0001942	AT1G07650	
ENSG00000116641	ENSMUSG00000041605	FBgn0001941	AT1G07645	
ENSG00000132855	ENSMUSG00000052759	FBgn0031759	AT1G07660	
ENSG00000125703	ENSMUSG00000041570	FBgn0031760	AT1G07670	
ENSG00000187140	ENSMUSG00000026404	FBgn0001089	AT1G07680	
ENSG00000088035	ENSMUSG00000041498	FBgn0031762	AT1G07690	
ENSG00000142856	ENSMUSG00000041483	FBgn0001170	AT1G07700	
ENSG00000203965	ENSMUSG00000026398	FBgn0031763	AT1G07705	
ENSG00000079739	ENSMUSG00000026395	FBgn0031764	AT1G07710	
ENSG00000185483	ENSMUSG00000026394	FBgn0031765	AT1G07720	
ENSG00000177414	ENSMUSG00000026393	FBgn0025742	AT1G07725	
ENSG00000158966	ENSMUSG00000019230	FBgn0031766	AT1G07740	
ENSG00000162437	ENSMUSG00000079283	FBgn0051643	AT1G07745	
ENSG00000162434	ENSMUSG00000056268	FBgn0000052	AT1G07747	
ENSG00000162433	ENSMUSG00000063681	FBgn0031768	AT1G07750	
ENSG00000116675	ENSMUSG00000033964	FBgn0031769	AT1G07770	
ENSG00000116678	ENSMUSG00000033952	FBgn0031770	AT1G07780	
ENSG00000184588	ENSMUSG00000026368	FBgn0085209	AT1G07790	
ENSG00000118473	ENSMUSG00000057037	FBgn0031771	AT1G07795	
ENSG00000152760	ENSMUSG00000070594	FBgn0031772	AT1G07810	
ENSG00000172410	ENSMUSG00000033898	FBgn0031773	AT1G07820	
ENSG00000152763	ENSMUSG00000026365	FBgn0031774	AT1G07830	
ENSG00000198160	ENSMUSG00000052726	FBgn0031775	AT1G07840	
ENSG00000116704	ENSMUSG00000026361	FBgn0031776	AT1G07850	
ENSG00000203963	ENSMUSG00000033849	FBgn0031777	AT1G07870	
ENSG00000162594	ENSMUSG00000018196	FBgn0266449	AT1G07880	
ENSG00000081985	ENSMUSG00000018199	FBgn0266450	AT1G07885	
ENSG00000142864	ENSMUSG00000018189	FBgn0031779	AT1G07890	
ENSG00000116717	ENSMUSG00000026360	FBgn0266521	AT1G07900	
ENSG00000172380	ENSMUSG00000051079	FBgn0284255	AT1G07902	
ENSG00000162595	ENSMUSG00000026358	FBgn0031782	AT1G07901	
ENSG00000116729	ENSMUSG00000098509	FBgn0031784	AT1G07910	
ENSG00000116745	ENSMUSG00000026357	FBgn0031785	AT1G07920	
ENSG00000024526	ENSMUSG00000035131	FBgn0040950	AT1G07950	
ENSG00000033122	ENSMUSG00000056220	FBgn0051639	AT1G07960	
ENSG00000066557	ENSMUSG00000032487	FBgn0031786	AT1G07970	
ENSG00000116754	ENSMUSG00000006007	FBgn0085409	AT1G07980	
ENSG00000118454	ENSMUSG00000006010	FBgn0026755	AT1G07985	
ENSG00000116761	ENSMUSG00000006005	FBgn0053531	AT1G07990	
ENSG00000050628	ENSMUSG00000006014	FBgn0031792	AT1G08000	
ENSG00000132485	ENSMUSG00000066842	FBgn0264543	AT1G08005	
ENSG00000172260	ENSMUSG00000114582	FBgn0265778	AT1G08010	
ENSG00000162620	ENSMUSG00000023150	FBgn0031799	AT1G08030	
ENSG00000162621	ENSMUSG00000052748	FBgn0015623	AT1G08035	
ENSG00000178965	ENSMUSG00000053286	FBgn0031800	AT1G08040	
ENSG00000116791	ENSMUSG00000026484	FBgn0031801	AT1G08050	
ENSG00000162623	ENSMUSG00000026483	FBgn0031802	AT1G08060	
ENSG00000162624	ENSMUSG00000043019	FBgn0031803	AT1G08065	
ENSG00000137968	ENSMUSG00000032666	FBgn0031804	AT1G08070	
ENSG00000117054	ENSMUSG00000014980	FBgn0031805	AT1G08080	
ENSG00000137955	ENSMUSG00000032649	FBgn0043854	AT1G08090	
ENSG00000057468	ENSMUSG00000026482	FBgn0259714	AT1G08100	
ENSG00000154007	ENSMUSG00000055547	FBgn0031808	AT1G08110	
